Run!	Lari!
I think we'd better help Tom.	Aku pikir kita perlu membantu Tom.
I walked 10 kilometers today.	Aku berjalan sejauh 10 kilometer hari ini.
I want you to read this book.	Saya ingin kamu baca buku ini.
I was born on March 22, 1962.	Saya lahir pada tanggal 22 Maret 1962.
I went to Bali in the summer.	Saya pergi ke Bali saat libur musim panas.
I will get up early tomorrow.	Aku akan bangun lebih awal besok.
I wish I could speak English.	Aku harap aku bisa berbahasa Inggris.
I wish it would stop raining.	Aku harap hujannya akan berhenti.
I wish you'd told me earlier.	Andai saja kau memberitahuku lebih awal.
I would like to study Arabic.	Aku mau belajar bahasa Arab.
I'd like to hear your advice.	Saya ingin mendengar nasihat Anda.
I'd like two kilos of apples.	Saya ingin membeli dua kilo apel.
I'll come again on the tenth.	Saya datang lagi nanti jam 10.
I'll have to take my chances.	Aku akan mencoba peruntunganku.
I'll never forget Tom's face.	Aku tidak akan pernah melupakan wajah Tom.
I'll take whatever I can get.	Aku akan mengambil apapun yang bisa ku ambil.
I'm going to wait until 2:30.	Kutunggu sampai pukul 2:30.
I'm going to wait until 2:30.	Akan kutunggu sampai pukul 2:30.
I'm no longer afraid of dogs.	Aku tidak lagi takut anjing.
I'm not asking for your help.	Aku tidak meminta bantuanmu.
I'm pretty good at first aid.	Saya cukup ahli dalam pertolong pertama.
I'm sorry I disappointed you.	Aku minta maaf sudah mengecewakanmu.
I'm sure you understand that.	Aku yakin kau memahaminya.
I'm writing a song in French.	Aku menulis sebuah lagu dalam bahasa Prancis.
I've been wanting to see you.	Aku selalu ingin bertemu denganmu.
I've just finished breakfast.	Aku baru saja selesai sarapan.
I've just finished breakfast.	Saya baru saja selesai makan pagi.
In case it rains, I won't go.	Jika turun hujan, maka aku tidak akan pergi.
It kept raining all day long.	Hujan terus turun hingga sehari penuh.
It seemed like a dream to me.	Ini terasa seperti mimpi bagiku.
It was a full moon yesterday.	Kemarin bulan purnama.
It was dark under the bridge.	Di bawah jembatan gelap.
It was good working with you.	Saya senang bisa bekerja dengan Anda.
It wasn't interesting at all.	Itu sama sekali tidak menarik.
It's Tom who deserves credit.	Tomlah yang pantas mendapatkan penghargaan.
It's a privilege to meet you.	Sebuah kehormatan bisa bertemu Anda.
It's already started to rain.	Sudah mulai turun hujan.
It's clear that you're wrong.	Kau jelas-jelas sudah salah.
It's important to read books.	Sangat penting untuk membaca buku.
Japan is famous for Mt. Fuji.	Jepang terkenal akan Gunung Fujinya.
Keep a copy of that document.	Simpan salinan dari dokumen itu.
Leave the chairs as they are.	kembalikan kursinya seperti semula.
Let's go to the hospital now.	Ayo ke rumah sakit sekarang.
Let's just hope Tom is alone.	Semoga saja Tom sendirian.
Life is hard, death is cheap.	Kehidupan itu susah, kematian itu murah.
May I borrow your dictionary?	Apakah aku boleh meminjam kamusmu?
May I borrow your dictionary?	Apakah saya boleh meminjam kamus Anda?
Maybe she forgot my birthday.	Mungkin dia lupa hari ulang tahunku.
Maybe someone made Tom do it.	Mungkin seseorang membuat Tom melakukan hal itu.
My boss was forced to resign.	Bosku dipaksa mengundurkan diri.
My father works in a factory.	Ayah saya bekerja di sebuah pabrik.
My hobby is collecting coins.	Hobiku mengoleksi koin.
My house is near the station.	Rumahku dekat stasiun.
Naples is a picturesque city.	Naples adalah kota yang indah.
No one welcomed the proposal.	Tidak ada yang menyambut baik proposal itu.
Nothing ever makes him angry.	Tidak ada hal yang bisa membuatnya marah.
Round off the edges a little.	Bundarkan tepinya sedikit.
She complained of a headache.	Dia mengeluh sakit kepala.
She died yesterday afternoon.	Dia meninggal dunia kemarin siang.
She is eight months pregnant.	Dia hamil delapan bulan.
She is singing with a guitar.	Dia bernyanyi dengan gitar.
She ran as fast as she could.	Dia berlari secepatnya.
Should I stay or should I go?	Haruskah aku tinggal atau haruskah aku pergi?
So far, they haven't arrived.	Sekarang, mereka belum sampai.
Some animals eat their young.	Beberapa hewan memakan anaknya yang masih muda.
Some of the birds didn't fly.	Beberapa ekor dari burung-burung itu tidak terbang.
Some of the money was stolen.	Sejumlah uang telah dicuri.
Something was wrong with Tom.	Ada yang salah dengan Tom.
Sorry, I can't stay for long.	Maaf, saya tidak bisa tinggal lebih lama.
Thank you for giving me this.	Terima kasih telah memberiku ini.
Thank you for your hard work.	Terima kasih atas kerja kerasmu.
Thanks for your quick answer.	Terima kasih telah menjawabnya dengan cepat.
That's because you're a girl.	Itu karena kamu perempuan.
That's why I have to do this.	Itulah kenapa aku harus melakukan ini.
The meeting finished at nine.	Rapatnya selesai pada pukul sembilan.
The meeting lasted two hours.	Rapatnya berlangsung selama dua jam.
The rules should be followed.	Peraturan seharusnya dipatuhi.
The rules should be followed.	Peraturannya harus dipatuhi.
The snow lasted for two days.	Saljunya bertahan hingga 2 hari.
The train was about to leave.	Keretanya sudah akan berangkat.
There is a desk in this room.	Ada sebuah meja di ruangan ini.
There's so much I want to do.	Ada banyak sekali hal yang ingin kulakukan.
They forgot to lock the door.	Mereka lupa mengunci pintu.
They'll probably come by car.	Mereka kemungkinan akan datang dengan mobil.
This has all happened before.	Semua ini telah terjadi sebelumnya.
This house has two bathrooms.	Rumah ini memiliki dua kamar mandi.
This morning, I saw an angel.	Pagi ini, aku melihat seorang malaikat.
Tom begged Mary not to leave.	Tom meminta Mary untuk tidak pergi.
Tom didn't see the stop sign.	Tom tidak melihat rambu berhenti.
Tom doesn't get enough sleep.	Tom tidak mendapat tidur yang cukup.
Tom doesn't know anyone here.	Tom tidak mengenal siapa-siapa.
Tom got rid of his old books.	Tom menyingkirkan buku-buku lamanya.
Tom is a computer programmer.	Tom adalah seorang pemrogram komputer.
Tom is a high school student.	Tom adalah seorang siswa SMA.
Tom is leaving in three days.	Tom akan berangkat dalam tiga hari.
Tom is mowing his front lawn.	Tom sedang memotong rumput di halaman depannya.
Tom is still in the hospital.	Tom masih berada di rumah sakit.
Tom knows he hears something.	Tom tahu dia mendengar sesuatu.
Tom looked at the fuel gauge.	Tom melihat indikator bahan bakar.
Tom looked down at the floor.	Tom melihat ke arah lantai.
Tom looked like he was happy.	Tom terlihat seperti dia sedang bahagia.
Tom looks sleepy, doesn't he?	Bukankah Tom terlihat mengantuk?
Tom lost his reading glasses.	Tom kehilangan kacamata bacanya.
Tom may not like this at all.	Tom mungkin tidak menyukai hal ini sama sekali.
Tom met Mary three years ago.	Tom bertemu Mary tiga tahun yang lalu.
Tom must've worked very hard.	Tom pasti telah bekerja sangat keras.
Tom opened the door for Mary.	Tom membukakan pintu untuk Mary.
Tom opened the gate for Mary.	Tom membukakan gerbang untuk Mary.
Tom pretended to be ignorant.	Tom bertindak seolah-olah acuh.
Tom put his seatbelt back on.	Tom memakai kembali sabuk pengamannya.
Tom quietly entered the room.	Tom diam-diam memasuki ruangan itu.
Tom ran back down the stairs.	Tom berlari kembali menuruni tangga.
Tom really misses his family.	Tom sangat merindukan keluarganya.
Tom saw his name on the list.	Tom berkata dia melihat namanya pada daftar.
Tom says I'm a good listener.	Tom berkata saya adalah pendengar yang baik.
Tom walked across the street.	Tom berjalan menyeberangi jalan itu.
Tom was out with his friends.	Tom sedang pergi bersama dengan temannya.
Turn down the volume, please.	Tolong kecilkan volume suaranya.
We don't have any more bread.	Kita sudah tidak punya roti lagi.
We enjoyed watching the game.	Kami menikmati pertandingan itu.
We have important work to do.	Kita memiliki pekerjaan penting yang harus dilakukan.
We saw the monkey at the zoo.	Kami melihat monyet di kebun binatang.
We will have to do something.	Kita harus melakukan sesuatu.
We'd better do what they ask.	Sebaiknya kita turuti saja kemauan mereka.
We're very lucky to be alive.	Kita beruntung sudah hidup.
We're very lucky to be alive.	Kami beruntung sudah hidup.
What direction are you going?	Ke arah mana Anda akan pergi?
What do you have in your bag?	Apa yang kau simpan di dalam tasmu?
What do you have in your bag?	Apa yang ada di dalam tasmu?
What do you think this means?	Menurutmu apa arti ini?
What grade is your sister in?	Adikmu kelas berapa?
What have you done this week?	Apa saja yang kamu lakukan minggu ini?
What makes this so different?	Apa yang membuat ini begitu berbeda?
What would you like to drink?	Kamu mau minum apa?
What would you like to drink?	Kau mau minum apa?
What would you like to drink?	Mau minum apa?
What would you like to drink?	Apa yang ingin kau minum?
What would you like to drink?	Anda ingin minum apa?
What's the fare to Liverpool?	Berapa tarif untuk ke Liverpool?
What's your favorite subject?	Apa pelajaran favoritmu?
Whatever happened, it's over.	Apapun yang terjadi, semuanya sudah berakhir.
When could you start working?	Kapan kamu bisa mulai bekerja?
When did the accident happen?	Kapan kecelakaan itu terjadi?
When will you come back home?	Kapan kamu pulang ke rumah?
When will you come back home?	Kapan Anda pulang ke rumah?
When will you visit me again?	Kapan kau akan mengunjungiku lagi?
Where is the railway station?	Stasiun kereta ada di mana?
Where is the railway station?	Ada di mana stasiun kereta apinya?
Where is the railway station?	Stasiun kereta apinya di mana?
Which credit cards can I use?	Kartu kredit mana yang bisa saya gunakan?
Who told you that I was sick?	Siapa yang memberitahumu kalau aku sakit?
Who will look after the baby?	Siapa yang akan menjaga bayinya?
Why didn't you say something?	Kenapa kau tidak berkata sepatah katapun?
Why don't you eat vegetables?	Kenapa kamu tidak makan sayur?
Winter is my favorite season.	Musim dingin adalah musim favoritku.
Work is so frustrating today.	Pekerjaan hari ini sangat melelahkan.
Would you like another apple?	Apa kau mau apel lagi?
You aren't busy now, are you?	Kamu nggak sibuk kan sekarang?
You can't smoke in this room.	Kamu tidak boleh merokok di ruangan ini.
You didn't tell him anything?	Kamu tidak mengatakan apa-apa padanya?
You look very charming today.	Kau terlihat sangat menawan hari ini.
You may go anywhere you like.	Kamu boleh pergi ke mana pun yang kamu suka.
You may go anywhere you like.	Kalian boleh pergi ke mana pun yang kalian suka.
You seem like a smart person.	Kamu sepertinya seorang yang pandai.
You should have come earlier.	Seharusnya kamu datang lebih awal.
You should have known better.	Kau seharusnya menyadari akan hal itu.
You're still mad, aren't you?	Kamu masih marah, ya?
Your pen is better than mine.	Pulpenmu lebih baik daripada milikku.
"Thank you." "You're welcome."	"Terima kasih." "Sama-sama."
Actually, I've never seen one.	Sebenarnya, aku belum pernah melihatnya.
All that glitters is not gold.	Tidak semua kertas kecil adalah cek.
Can you print that out for me?	Bisakah kau mencetaknya untukku?
Close the door when you leave.	Tutup pintunya ketika kamu pergi.
Could we have a table outside?	Bisakah kami duduk di meja luar?
Could we make this a priority?	Bisakah kita memprioritaskan ini?
Could you turn down the radio?	Bisakah kau kecilkan volume radionya?
Could you turn down the radio?	Bisa tolong kecilkan volume radionya?
Could you turn off the lights?	Bisakah kau mematikan lampu-lampunya?
Could you wait a little while?	Dapatkah kamu menunggu sebentar?
Did Tom ask you to write this?	Apakah Tom memintamu untuk menulis ini?
Did you know Tom worked there?	Apakah kamu tahu Tom berkerja di sana?
Did you leave the window open?	Apa kamu membiarkan jendelanya terbuka?
Do you eat at home or eat out?	Apakah anda makan dirumah atau makan diluar ?
Do you happen to have matches?	Apa kamu mempunyai korek?
Do you know where we're going?	Apa kamu tahu kemana kita akan pergi?
Do you live with your parents?	Apa kamu tinggal dengan orangtuamu?
Do you mind turning on the TV?	Bisa minta tolong nyalakan TV-nya?
Do you want me to do anything?	Ada sesuatu yang kamu ingin aku lakukan?
Do you want me to go with you?	Kamu ingin aku ikut denganmu?
Do you want to drink some tea?	Kamu mau minum teh?
Don't come so early next time.	Lain kali jangan datang terlalu awal.
Don't tell me you're quitting.	Jangan katakan kalau kau berhenti.
Dry the pants on the radiator.	Keringkan celananya di atas radiator.
Excuse me, I'm coming through.	Permisi, saya lewat.
Give me three pieces of chalk.	Berikan aku tiga buah kapur.
Have you already eaten dinner?	Kamu sudah makan malam?
Have you already eaten dinner?	Apa kau sudah makan malam?
Have you already eaten supper?	Kamu sudah makan malam?
Have you already eaten supper?	Apa kau sudah makan malam?
Have you ever been to America?	Pernah ke Amerika?
Have you ever been to America?	Apakah Anda pernah ke Amerika?
Have you ever been to America?	Pernahkah kamu ke Amerika?
Have you ever eaten an insect?	Apakah Anda pernah makan seekor serangga?
Have you finished packing yet?	Apakah kau sudah selesai mengepaknya?
Have you thought this through?	Apa kamu sudah memikirkannya dengan baik?
He can cope with the problems.	Dia bisa mengatasi persoalan itu.
He gets lost wherever he goes.	Dia selalu tersesat di mana pun dia pergi.
He is no better than a beggar.	Dia tidak lebih baik daripada seorang pengemis.
He is the image of his father.	Dia adalah gambaran dari ayahnya.
He is too drunk to drive home.	Ia terlalu mabuk untuk berkemudi menuju rumah.
He looks just like his father.	Dia terlihat sangat mirip dengan ayahnya.
He may have misunderstood you.	Dia mungkin sudah salah paham denganmu
He took Tom on a fishing trip.	Dia mengajak Tom pergi memancing.
He took a book from the shelf.	Dia mengambil sebuah buku dari rak.
He whispered something to her.	Ia membisikkan sesuatu padanya.
He's attracted to black women.	Dia tertarik pada wanita berkulit hitam.
He's not cut out for teaching.	Dia tidak cocok untuk mengajar.
How could Tom do this to Mary?	Bagaimana bisa Tom melakukan ini pada Mary?
How did your date go with Tom?	Bagaimana jalannya kencanmu dengan Tom?
How did your date with Tom go?	Bagaimana jalannya kencanmu dengan Tom?
How long have you been abroad?	Sudah berapa lama Anda di luar negeri?
How many children do you have?	Berapa jumlah anak Anda?
How many people in your party?	Berapa banyak orang yang ada di partai Anda?
How many pictures did you buy?	Berapa banyak gambar yang kau beli?
How old are your children now?	Berapa usia anak-anakmu saat ini?
